WELL,FILE,N_ROWS,N_CURVES,HAS_DTS,HAS_DTC,HAS_RHOB,HAS_GR,CURVES,DTS_FILL_RATE,DTC_FILL_RATE,RHOB_FILL_RATE,GR_FILL_RATE,RDEP_FILL_RATE,NPHI_FILL_RATE,CALI_FILL_RATE,BS_FILL_RATE,SELECTION_SCORE
ISL-11,ISL-11.las,25699,20,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.41670882135491655,0.9935795167127126,0.4842211759212421,0.9965368302268571,0.9996887038406164,0.4915366356667575,0.49531110159928404,0.9996887038406164,7.035371026109965
AAM-5,AAM-5.las,13052,22,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, ROPA, ROP, RDEP, RMED, RMIC, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.4998467667790377,0.8867606497088569,0.4925681887833282,0.8414802329144959,0.8343548881397487,0.4886607416487895,0.5010726325467362,0.9558688323628562,6.933726631933802
GT-2,GT-2.las,26868,20,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.6228971266934643,0.7447893404793807,0.15464493077266636,0.9819487866607116,0.98187434866756,0.4602501116569897,0.47461664433526873,0.9996650290308173,6.877177311299687
ALR-21,ALR-21.las,18842,21,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, RMIC, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.5368326080033967,0.8186498248593568,0.24535611930792908,0.9815836959983016,0.9731981742914765,0.24440080670841738,0.24572762976329476,0.982910519053179,6.766956798641332
AAM-2,AAM-2.las,19639,21,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, ROPA, ROP, RDEP, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.537145475838892,0.544274148378227,0.5388258057945924,0.9515759458220887,0.9514231885533887,0.5405570548398595,0.5494169764244615,0.9523906512551555,6.7549264219155765
HMD-5,HMD-5.las,20494,21,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, ROPA, ROP, RDEP, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.5230311310627501,0.5484044110471358,0.5413291695130282,0.976578510783644,0.9785790963208744,0.5612862301161315,0.5440616765882698,0.9796525812432907,6.7497804235385965
ALR-16,ALR-16.las,21271,19,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROP, RDEP, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.514221240186169,0.8212119787504114,0.20248225283249494,0.9991537774434677,0.9770109538808707,0.21771425885007756,0.20267030228950214,0.9999529876357482,6.5946593954209956
TFT-11,TFT-11.las,11413,22,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RSHA, RMED, RMIC, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.44344168930167355,0.7756943835976517,0.47463418908262506,0.998948567423114,0.7897134846227986,0.4755980022781039,0.47691229299921145,0.9999123806185928,6.5065276439148345
ISL-10,ISL-10.las,24513,21,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, RMIC, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.5088320483009016,0.5299228980540938,0.09823359033981968,0.9978786766205687,0.9973891404560845,0.09713213396973035,0.10084444988373516,0.999755231917758,5.795741035368987
ISL-5,ISL-5.las,26900,19,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, SP, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.08092936802973978,0.7860223048327137,0.7628996282527881,0.9991078066914498,0.999182156133829,0.1362081784386617,0.7976951672862453,0.0,5.500780669144981
ALR-18,ALR-18.las,21206,21,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, RMIC, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.43346222767141374,0.4332264453456569,0.2326699990568707,0.9989154013015185,0.9483636706592474,0.2516740545128737,0.23304725077808167,0.9548712628501368,5.44638309912289
HR-10,HR-10.las,13094,20,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.14418817779135482,0.6784023216740492,0.6738964411180693,0.9993890331449519,0.9988544371467848,0.6813044142355277,0.6848938445089354,1.0,5.4237818848327475
AAM-1,AAM-1.las,15346,23,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, ROPA, ROP, RDEP, RSHA, RMED, RMIC, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.19379642903688257,0.5939658542942786,0.6003518832268995,0.9760849732829402,0.9715886876058908,0.602241626482471,0.6092141274599244,0.9793431513097876,5.3052912811156006
HR-6,HR-6.las,18808,22,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, ROPA, ROP, RDEP, RSHA, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.21347299021692898,0.6875265844321565,0.13839855380689067,0.9995214802211825,0.9948957890259464,0.1410569970225436,0.14291790727350065,1.0,4.713632496809868
AAM-19,AAM-19.las,20537,25,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, MUDWEIGHT, ROP, RDEP, RSHA, RMED, RXO, RMIC, SP, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.10181623411403808,0.3996688902955641,0.6804304426157667,0.9971758289915762,0.9977114476311049,0.6791157423187418,0.7164142766713736,0.9990748405317232,4.664167113015534
EMK-1,EMK-1.las,6059,21,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RSHA, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.03977554051823733,0.7476481267535897,0.48770424162403037,0.9508169664961215,0.9371183363591352,0.4939759036144578,0.4999174781317049,0.955438191120647,4.557517742201684
ALR-17,ALR-17.las,16599,23,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, RDEP, RSHA, RMED, RXO, RMIC, SP, DTS, DTC, NPHI, GR, RHOB, DRHO, SGR, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.20772335682872461,0.20766311223567685,0.7438399903608651,0.8539671064521959,0.7419724079763841,0.40387975179227664,0.7433580336164829,0.9881318151695885,4.537562503765288
ALR-4,ALR-4.las,19875,19,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROP, RDEP, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.1878238993710692,0.5367547169811321,0.17333333333333334,0.9897861635220125,0.9852578616352201,0.19049056603773584,0.1909433962264151,0.9987924528301887,4.334339622641509
HR-13,HR-13.las,12261,21,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, RMIC, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.25813555174944947,0.26939075116222166,0.24533072343202023,0.9680287089144441,0.9632982627844384,0.24337329744719027,0.2467987929206427,0.9709648478916891,4.251447679634614
ISL-16,ISL-16.las,26090,18,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, RDEP, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.2689152932157915,0.27002683020314294,0.2447681103871215,0.9979302414718283,0.7588348026063626,0.25396703717899577,0.2553085473361441,0.99877347642775,4.130931391337677
ISL-13,ISL-13.las,25514,20,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.15807007917221919,0.4810692169005252,0.1461550521282433,0.9958062240338638,0.995767029865956,0.14987849807948578,0.14674296464686054,0.9658618797522929,4.036372187818452
ALR-5,ALR-5.las,19119,21,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, RMIC, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.25587112296668235,0.21915372142894504,0.11512108373868926,0.9839426748260892,0.9694021653852188,0.3047753543595376,0.12709869763062923,0.9996338720644385,3.9012500653799886
ALR-15,ALR-15.las,23901,20,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.09166980461068575,0.09254842893602779,0.5964185598928915,0.9798334797707209,0.9718003430818795,0.593991883184804,0.6072967658256977,0.9801681937994227,3.787916823563868
ISL-6,ISL-6.las,29690,19,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, RDEP, RSHA, RMED, RMIC, DTS, DTC, NPHI, GR, RHOB, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.21128326035702258,0.21081172111822163,0.14358369821488717,0.9553384978107107,0.9534523408555069,0.14253957561468508,0.14371842371168744,0.9556079488043112,3.673997979117548
ZRZ-2,ZRZ-2.las,19586,21,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RSHA, RMED, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.19355662207699378,0.1558766465842949,0.0825589706933524,0.997855611150822,0.997855611150822,0.08444807515572347,0.10497293985499846,0.9986725211886041,3.4403655672419076
ALR-6,ALR-6.las,18832,23,True,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, ROPA, ROP, RDEP, RMED, RXO, RMIC, DTS, DTC, NPHI, PEF, GR, RHOB, DRHO, SGR, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.14055862361937127,0.2584961767204758,0.11830926083262532,0.9692013593882752,0.9651125743415463,0.14103653355989804,0.13800977060322855,0.975838997451147,3.3907179269328798
ISL-22,ISL-22.las,35896,18,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,1.0,1.0,0.9999721417428126,0.9355359928682861,0.4095720971696011,0.3942779139737018,0.38475039001560063,5.935508134611099
ISL-4,ISL-4.las,24490,17,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9483870967741935,0.9768476929358922,0.9999183340138832,0.9781135157207024,0.1999591670069416,0.9714577378521846,0.9812984891792569,5.828501429154757
TFT-9,TFT-9.las,11426,21,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, RMED, RXO, RMIC, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9329599159810957,0.9508139331349553,0.9935235427971294,0.9988622440049011,0.947050586381936,0.3389637668475407,0.33975144407491686,5.759933485034132
TFT-5,TFT-5.las,8647,20,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, SGR, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.8741760148028218,0.9324621255926911,0.9912108245634325,0.9979183531860761,0.9330403608187811,0.9323464785474731,0.0,5.6024054585405345
AAM-18,AAM-18.las,31686,24,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, ROP, RDEP, RSHA, RMED, RXO, RMIC, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, SGR, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9009341665088683,0.9128952849839046,0.9778766647730859,0.9811273117465127,0.1997412106293,0.7569589092974816,0.757653222243262,5.586662879505145
ISL-20,ISL-20.las,21558,21,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, SGR, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9651173578254012,0.8298543464143241,0.9957788292049355,0.9986084052323964,0.578671490861861,0.8122738658502644,0.8123202523425178,5.5843306429167825
AAM-3,AAM-3.las,12402,20,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, MUDWEIGHT, ROP, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.910417674568618,0.8872762457668119,0.9984679890340268,0.9815352362522174,0.4674246089340429,0.4766973068859861,0.4862925334623448,5.575391065957104
GT-1,GT-1.las,27702,18,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9785575048732943,0.7990036820446177,0.9977979929246986,0.9915529564652371,0.14988087502707387,0.8592520395639304,0.24218467980651218,5.54447332322576
BRK-1,BRK-1.las,20533,19,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, MUDWEIGHT, ROP, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.8736667803048751,0.907271221935421,0.9889446257244435,0.9883114985632884,0.8592022597769444,0.9884576048312472,0.0,5.539132128768324
AAM-12,AAM-12.las,21629,21,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, MUDWEIGHT, ROP, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.8532063433353368,0.8637477460816496,0.974663646030792,0.9775764020527995,0.16020158121041195,0.8640251514170789,0.0,5.386148226917564
ISL-2,ISL-2.las,13238,18,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.7693004985647379,0.9188699199274815,0.9948632723976432,0.999169058770207,0.9117691494183411,0.9999244598882007,0.0,5.370373168152289
AAM-10,AAM-10.las,24963,24,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, DCAL, MUDWEIGHT, ROP, RDEP, RSHA, RMED, RXO, RMIC, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.8427672955974843,0.8501782638304691,0.9848175299443176,0.9883427472659536,0.24936906621800264,0.8496975523775188,0.986179545727677,5.359051396066178
TFT-13,TFT-13.las,18352,21,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, RXO, RMIC, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, SGR, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.953792502179599,0.7240627724498693,0.9969485614646905,0.9604947689625108,0.3527680906713165,0.730819529206626,0.0,5.313153879686138
TFT-2,TFT-2.las,11934,19,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9895257248198425,0.7683090330149154,0.8195072900955254,0.8243673537791185,0.7683090330149154,0.7554885201944026,0.0,5.15954415954416
GT-3,GT-3.las,17606,18,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.991480177212314,0.5915596955583324,0.9916505736680677,0.9960808815176644,0.5898557310007951,0.3084743837328184,0.3085879813699875,5.1538112007270245
ALR-10,ALR-10.las,16777,21,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, RMED, RXO, RMIC, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.7811289265065268,0.7924539548190975,0.9899862907552006,0.9994039458782857,0.44680216963700303,0.8047922751385825,0.9967217023305717,5.136555999284735
ALR-9,ALR-9.las,16547,19,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, BS, RDEP, RSHA, RMED, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.7709554602042666,0.7909590862391974,0.9912975161660724,0.9996978304224331,0.4495074635885659,0.794645555085514,0.9993956608448661,5.114824439475433
ISL-9,ISL-9.las,24318,19,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, SP, DTC, NPHI, PEF, GR, RHOB, DRHO, SGR, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9707623982235382,0.5420264824409902,0.9967513775803931,0.9705156674068591,0.15223291389094498,0.9996710255777613,0.0,4.99284480631631
ISL-18,ISL-18.las,18193,17,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.7326444236794372,0.7268729731215302,0.9999450338042104,0.9989006760842082,0.49914802396526137,0.7318199307425933,0.0,4.917880503490354
BRK-2,BRK-2.las,25420,19,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, ROP, RDEP, RSHA, RMED, RXO, SP, DTC, NPHI, GR, RHOB, DRHO, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.9190794649881983,0.5405192761605035,0.997285601888277,0.9230920535011802,0.28564122738001574,0.7383162863886703,0.0,4.83957513768686
ISL-21,ISL-21.las,19230,20,False,True,True,True,"DEPT, LITHOLOGY_CONFIDENCE, LITHOLOGY_CLASS, CALI, RDEP, RSHA, RMED, RXO, RMIC, SP, DTC, NPHI, GR, RHOB, DRHO, SGR, DEPTH_MD, X_LOC, Y_LOC, Z_LOC",0.0,0.7002080083203328,0.7024960998439937,0.9934997399895996,0.9998959958398336,0.703068122724909,0.7004680187207488,0.0,4.798803952158086
